Source,Target,Type,id,weight
Aemon_Targaryen_(Maester_Aemon),Owen,Undirected,61,3
Aemon_Targaryen_(Maester_Aemon),Pypar,Undirected,62,5
Aemon_Targaryen_(Maester_Aemon),Robert_Baratheon,Undirected,63,5
Aemon_Targaryen_(Maester_Aemon),Samwell_Tarly,Undirected,64,99
Aemon_Targaryen_(Maester_Aemon),Stannis_Baratheon,Undirected,65,12
Aemon_Targaryen_(Maester_Aemon),Wynton_Stout,Undirected,66,3
Aenys_Frey,Arya_Stark,Undirected,67,6
Aenys_Frey,Hosteen_Frey,Undirected,68,6
Aenys_Frey,Theon_Greyjoy,Undirected,69,3
Aenys_Frey,Wyman_Manderly,Undirected,70,4
Aeron_Greyjoy,Asha_Greyjoy,Undirected,71,7
Aeron_Greyjoy,Baelor_Blacktyde,Undirected,72,4
Aeron_Greyjoy,Balon_Greyjoy,Undirected,73,17
Aeron_Greyjoy,Dagmer,Undirected,74,5
Aeron_Greyjoy,Dunstan_Drumm,Undirected,75,4
Aeron_Greyjoy,Emmond,Undirected,76,4
Aeron_Greyjoy,Euron_Greyjoy,Undirected,77,27
Aeron_Greyjoy,Gormond_Goodbrother,Undirected,78,6
Aeron_Greyjoy,Gorold_Goodbrother,Undirected,79,10
Aeron_Greyjoy,Greydon_Goodbrother,Undirected,80,4
Aeron_Greyjoy,Meldred_Merlyn,Undirected,81,7
Aeron_Greyjoy,Murenmure,Undirected,82,11
Aeron_Greyjoy,Rus,Undirected,83,5
Aeron_Greyjoy,Theon_Greyjoy,Undirected,84,20
Aeron_Greyjoy,Victarion_Greyjoy,Undirected,85,20
Aerys_I_Targaryen,Robert_Baratheon,Undirected,86,3
Aerys_II_Targaryen,Arthur_Dayne,Undirected,87,5
Aerys_II_Targaryen,Barristan_Selmy,Undirected,88,4
Aerys_II_Targaryen,Brandon_Stark,Undirected,89,4
Aerys_II_Targaryen,Brienne_of_Tarth,Undirected,90,3
Aerys_II_Targaryen,Cersei_Lannister,Undirected,91,3
Aerys_II_Targaryen,Denys_Darklyn,Undirected,92,4
Aerys_II_Targaryen,Eddard_Stark,Undirected,93,15
Aerys_II_Targaryen,Elbert_Arryn,Undirected,94,3
Aerys_II_Targaryen,Gerold_Hightower,Undirected,95,3
Aerys_II_Targaryen,Jaime_Lannister,Undirected,96,37
Aerys_II_Targaryen,Joffrey_Baratheon,Undirected,97,6
Aerys_II_Targaryen,Jon_Arryn,Undirected,98,3
Aerys_II_Targaryen,Owen_Merryweather,Undirected,99,3
Aerys_II_Targaryen,Rhaegar_Targaryen,Undirected,100,14
Aerys_II_Targaryen,Robert_Baratheon,Undirected,101,35
Aerys_II_Targaryen,Rossart,Undirected,102,4
Aerys_II_Targaryen,Tyrion_Lannister,Undirected,103,9
Aerys_II_Targaryen,Tywin_Lannister,Undirected,104,26
Aerys_II_Targaryen,Viserys_Targaryen,Undirected,105,3
Aggar,Gariss,Undirected,106,3
Aggar,Gelmarr,Undirected,107,3
Aggar,Gynir,Undirected,108,3
Aggar,Ramsay_Snow,Undirected,109,4
Aggo,Barristan_Selmy,Undirected,110,3
Aggo,Belwas,Undirected,111,3
Aggo,Daario_Naharis,Undirected,112,4
Aggo,Daenerys_Targaryen,Undirected,113,30
Aggo,Drogo,Undirected,114,6
Aggo,Grey_Worm,Undirected,115,5
Aggo,Jhogo,Undirected,116,26
Aggo,Jorah_Mormont,Undirected,117,9
Aggo,Quaro,Undirected,118,3
Aggo,Rakharo,Undirected,119,23
Alayaya,Bronn,Undirected,120,3
Alayaya,Cersei_Lannister,Undirected,121,3
Alayaya,Dancy,Undirected,122,3
Alayaya,Tyrion_Lannister,Undirected,123,7
Albett,Halder,Undirected,124,3
Albett,Jon_Snow,Undirected,125,5
Albett,Rast,Undirected,126,3
Alebelly,Bran_Stark,Undirected,127,7
Alebelly,Hayhead,Undirected,128,3
Alebelly,Jojen_Reed,Undirected,129,6
Alebelly,Mikken,Undirected,130,3
Alerie_Hightower,Mace_Tyrell,Undirected,131,3
Alerie_Hightower,Margaery_Tyrell,Undirected,132,3
Alester_Florent,Axell_Florent,Undirected,133,4
Alester_Florent,Cortnay_Penrose,Undirected,134,4
Alester_Florent,Davos_Seaworth,Undirected,135,14
Alester_Florent,Lamprey,Undirected,136,3
Alester_Florent,Renly_Baratheon,Undirected,137,3
Alester_Florent,Selyse_Florent,Undirected,138,4
Alester_Florent,Stannis_Baratheon,Undirected,139,9
Alla_Tyrell,Elinor_Tyrell,Undirected,140,13
Alla_Tyrell,Margaery_Tyrell,Undirected,141,7
Alla_Tyrell,Megga_Tyrell,Undirected,142,16
Alla_Tyrell,Osney_Kettleblack,Undirected,143,3
Alla_Tyrell,Sansa_Stark,Undirected,144,4
Allar_Deem,Janos_Slynt,Undirected,145,3
Allar_Deem,Tyrion_Lannister,Undirected,146,4
Allard_Seaworth,Davos_Seaworth,Undirected,147,5
Allard_Seaworth,Marya_Seaworth,Undirected,148,5
Allard_Seaworth,Stannis_Baratheon,Undirected,149,3
Alleras,Armen,Undirected,150,5
Alleras,Leo_Tyrell,Undirected,151,7
Alleras,Marwyn,Undirected,152,3
Alleras,Mollander,Undirected,153,7
Alleras,Pate_(novice),Undirected,154,8
Alleras,Roone,Undirected,155,6
Alleras,Samwell_Tarly,Undirected,156,8
Alliser_Thorne,Bowen_Marsh,Undirected,157,3
Alliser_Thorne,Grenn,Undirected,158,3
Alliser_Thorne,Halder,Undirected,159,4
Alliser_Thorne,Janos_Slynt,Undirected,160,13
Alliser_Thorne,Jeor_Mormont,Undirected,161,13
Alliser_Thorne,Joffrey_Baratheon,Undirected,162,4
Alliser_Thorne,Jon_Snow,Undirected,163,63
Alliser_Thorne,Mance_Rayder,Undirected,164,6
Alliser_Thorne,Pypar,Undirected,165,4
Alliser_Thorne,Qhorin_Halfhand,Undirected,166,4
Alliser_Thorne,Rast,Undirected,167,5
Alliser_Thorne,Samwell_Tarly,Undirected,168,12
Alliser_Thorne,Stannis_Baratheon,Undirected,169,3
Alliser_Thorne,Tyrion_Lannister,Undirected,170,15
Alyn,Eddard_Stark,Undirected,171,11
Alyn,Harwin,Undirected,172,6
Alyn,Jory_Cassel,Undirected,173,8
Alyn,Robert_Baratheon,Undirected,174,4
Alyn,Tomard,Undirected,175,3
Alys_Arryn,Elys_Waynwood,Undirected,176,4
Alys_Arryn,Jon_Arryn,Undirected,177,3
Alys_Karstark,Jon_Snow,Undirected,178,13
Alys_Karstark,Melisandre,Undirected,179,6
Alys_Karstark,Sigorn,Undirected,180,5
Alysane_Mormont,Asha_Greyjoy,Undirected,181,18
Alysane_Mormont,Justin_Massey,Undirected,182,5
Alysane_Mormont,Stannis_Baratheon,Undirected,183,5
Amabel,Arya_Stark,Undirected,184,6
Amabel,Harra,Undirected,185,4
Amerei_Frey,Jaime_Lannister,Undirected,186,6
Amerei_Frey,Lancel_Lannister,Undirected,187,10
Amerei_Frey,Lyle_Crakehall,Undirected,188,4
Amory_Lorch,Arya_Stark,Undirected,189,9
Amory_Lorch,Cersei_Lannister,Undirected,190,4
Amory_Lorch,Chiswyck,Undirected,191,4
Amory_Lorch,Dunsen,Undirected,192,3
Amory_Lorch,Gendry,Undirected,193,3
Amory_Lorch,Gregor_Clegane,Undirected,194,10
Amory_Lorch,Hot_Pie,Undirected,195,3
Amory_Lorch,Ilyn_Payne,Undirected,196,4
Amory_Lorch,Jaime_Lannister,Undirected,197,3
Amory_Lorch,Joffrey_Baratheon,Undirected,198,7
Amory_Lorch,Meryn_Trant,Undirected,199,5
Amory_Lorch,Oberyn_Martell,Undirected,200,6
Amory_Lorch,Polliver,Undirected,201,3
Amory_Lorch,Rafford,Undirected,202,5
Amory_Lorch,Roose_Bolton,Undirected,203,3
Amory_Lorch,Sandor_Clegane,Undirected,204,5
Amory_Lorch,Tickler,Undirected,205,5
Amory_Lorch,Tywin_Lannister,Undirected,206,8
Amory_Lorch,Vargo_Hoat,Undirected,207,10
Amory_Lorch,Yoren,Undirected,208,5
Anders_Yronwood,Oberyn_Martell,Undirected,209,3
Anders_Yronwood,Quentyn_Martell,Undirected,210,4
Andrew_Estermont,Davos_Seaworth,Undirected,211,4
Andrew_Estermont,Edric_Storm,Undirected,212,4
Andrew_Estermont,Gerald_Gower,Undirected,213,3
Andrey_Dalt,Arianne_Martell,Undirected,214,10
Andrey_Dalt,Garin_(orphan),Undirected,215,11
Andrey_Dalt,Myrcella_Baratheon,Undirected,216,4
Andrey_Dalt,Sylva_Santagar,Undirected,217,8
Andrey_Dalt,Tyene_Sand,Undirected,218,4
Anguy,Arya_Stark,Undirected,219,15
Anguy,Beric_Dondarrion,Undirected,220,4
Anguy,Greenbeard,Undirected,221,9
Anguy,Harwin,Undirected,222,7
Anguy,Husband,Undirected,223,3
Anguy,Lem,Undirected,224,22
Anguy,Sandor_Clegane,Undirected,225,3
Anguy,Sharna,Undirected,226,6
Anguy,Tom_of_Sevenstreams,Undirected,227,12
Anya_Waynwood,Benedar_Belmore,Undirected,228,4
Anya_Waynwood,Gilwood_Hunter,Undirected,229,6
Anya_Waynwood,Harrold_Hardyng,Undirected,230,6
Anya_Waynwood,Horton_Redfort,Undirected,231,7
Anya_Waynwood,Petyr_Baelish,Undirected,232,10
Anya_Waynwood,Symond_Templeton,Undirected,233,6
Anya_Waynwood,Yohn_Royce,Undirected,234,5
Archibald_Yronwood,Cletus_Yronwood,Undirected,235,5
Archibald_Yronwood,Gerris_Drinkwater,Undirected,236,13
Archibald_Yronwood,Quentyn_Martell,Undirected,237,21
Archibald_Yronwood,Tattered_Prince,Undirected,238,4
Ardrian_Celtigar,Monford_Velaryon,Undirected,239,5
Areo_Hotah,Arianne_Martell,Undirected,240,28
Areo_Hotah,Arys_Oakheart,Undirected,241,11
Areo_Hotah,Balon_Swann,Undirected,242,4
Areo_Hotah,Caleotte,Undirected,243,7
Areo_Hotah,Doran_Martell,Undirected,244,44
Areo_Hotah,Ellaria_Sand,Undirected,245,3
Areo_Hotah,Myrcella_Baratheon,Undirected,246,5
Areo_Hotah,Obara_Sand,Undirected,247,13
Areo_Hotah,Oberyn_Martell,Undirected,248,3
Arianne_Martell,Arys_Oakheart,Undirected,249,19
Arianne_Martell,Balon_Swann,Undirected,250,5
Arianne_Martell,Cedra,Undirected,251,8
Arianne_Martell,Doran_Martell,Undirected,252,26
Arianne_Martell,Ellaria_Sand,Undirected,253,3
Arianne_Martell,Franklyn_Fowler,Undirected,254,3
Arianne_Martell,Garin_(orphan),Undirected,255,18
Arianne_Martell,Gerold_Dayne,Undirected,256,11
Arianne_Martell,Mellei,Undirected,257,3
Arianne_Martell,Morra,Undirected,258,3
Arianne_Martell,Myrcella_Baratheon,Undirected,259,16
Arianne_Martell,Obara_Sand,Undirected,260,5
Arianne_Martell,Oberyn_Martell,Undirected,261,3
Arianne_Martell,Quentyn_Martell,Undirected,262,8
Arianne_Martell,Ricasso,Undirected,263,3
Arianne_Martell,Sylva_Santagar,Undirected,264,10
Arianne_Martell,Timoth,Undirected,265,3
Arianne_Martell,Tyene_Sand,Undirected,266,4
Armen,Leo_Tyrell,Undirected,267,3
Armen,Marwyn,Undirected,268,3
Armen,Mollander,Undirected,269,3
Armen,Pate_(novice),Undirected,270,5
Armen,Roone,Undirected,271,4
Arnolf_Karstark,Arthor_Karstark,Undirected,272,3
Arnolf_Karstark,Asha_Greyjoy,Undirected,273,3
Arnolf_Karstark,Mors_Umber,Undirected,274,4
Arnolf_Karstark,Rickard_Karstark,Undirected,275,3
Arnolf_Karstark,Stannis_Baratheon,Undirected,276,7
Aron_Santagar,Sandor_Clegane,Undirected,277,3
Arron,Emrick,Undirected,278,6
Arron,Hareth_(Moles_Town),Undirected,279,4
Arron,Satin,Undirected,280,4
Arson,Jon_Snow,Undirected,281,3
Arstan,Belwas,Undirected,282,25
Arstan,Daenerys_Targaryen,Undirected,283,29
Arstan,Illyrio_Mopatis,Undirected,284,3
Arstan,Jhiqui,Undirected,285,3
Arstan,Jorah_Mormont,Undirected,286,13
Arstan,Kraznys_mo_Nakloz,Undirected,287,3
Arstan,Mero,Undirected,288,7
Arstan,Rhaegar_Targaryen,Undirected,289,7
Arthur_Dayne,Gerold_Hightower,Undirected,290,9
Arthur_Dayne,Lewyn_Martell,Undirected,291,3
Arthur_Dayne,Rhaegar_Targaryen,Undirected,292,3
Arthur_Dayne,Smiling_Knight,Undirected,293,4
Arwyn_Oakheart,Randyll_Tarly,Undirected,294,3
Arya_Stark,Bellegere_Otherys,Undirected,295,3
Arya_Stark,Benjen_Stark,Undirected,296,3
Arya_Stark,Beric_Dondarrion,Undirected,297,28
Arya_Stark,Biter,Undirected,298,10
Arya_Stark,Bran_Stark,Undirected,299,40
Arya_Stark,Brea,Undirected,300,5
Arya_Stark,Brusco,Undirected,301,10
Arya_Stark,Brynden_Tully,Undirected,302,4
Arya_Stark,Catelyn_Stark,Undirected,303,8
Arya_Stark,Cersei_Lannister,Undirected,304,25
Arya_Stark,Chiswyck,Undirected,305,8
Arya_Stark,Dareon,Undirected,306,5
Arya_Stark,Denyo_Terys,Undirected,307,8
Arya_Stark,Desmond,Undirected,308,3
Arya_Stark,Dobber,Undirected,309,4
Arya_Stark,Dunsen,Undirected,310,6
Arya_Stark,Eddard_Stark,Undirected,311,46
Arya_Stark,Elmar_Frey,Undirected,312,4
Arya_Stark,Gendry,Undirected,313,82
Arya_Stark,Greenbeard,Undirected,314,9
Arya_Stark,Gregor_Clegane,Undirected,315,10
Arya_Stark,Harra,Undirected,316,3
Arya_Stark,Harren_Hoare,Undirected,317,7
Arya_Stark,Harwin,Undirected,318,17
Arya_Stark,Hot_Pie,Undirected,319,76
Arya_Stark,Ilyn_Payne,Undirected,320,8
Arya_Stark,Jaime_Lannister,Undirected,321,13
Arya_Stark,Jaqen_Hghar,Undirected,322,25
Arya_Stark,Jeyne_Poole,Undirected,323,14
Arya_Stark,Joffrey_Baratheon,Undirected,324,53
Arya_Stark,Jon_Snow,Undirected,325,71
Arya_Stark,Jory_Cassel,Undirected,326,12
Arya_Stark,Kindly_Man,Undirected,327,17
Arya_Stark,Koss,Undirected,328,3
Arya_Stark,Lem,Undirected,329,24
Arya_Stark,Lommy_Greenhands,Undirected,330,31
Arya_Stark,Mad_Huntsman,Undirected,331,4
Arya_Stark,Mance_Rayder,Undirected,332,3
Arya_Stark,Melisandre,Undirected,333,4
Arya_Stark,Meralyn,Undirected,334,9
Arya_Stark,Meryn_Trant,Undirected,335,7
Arya_Stark,Mordane,Undirected,336,39
Arya_Stark,Mycah,Undirected,337,24
Arya_Stark,Myrcella_Baratheon,Undirected,338,13
Arya_Stark,Nan,Undirected,339,17
Arya_Stark,Pate_(Old),Undirected,340,4
Arya_Stark,Petyr_Baelish,Undirected,341,3
Arya_Stark,Polliver,Undirected,342,14
Arya_Stark,Praed,Undirected,343,3
Arya_Stark,Rafford,Undirected,344,10
Arya_Stark,Ramsay_Snow,Undirected,345,5
Arya_Stark,Ravella_Swann,Undirected,346,7
Arya_Stark,Rickon_Stark,Undirected,347,20
Arya_Stark,Robb_Stark,Undirected,348,44
Arya_Stark,Robert_Baratheon,Undirected,349,17
Arya_Stark,Rodrik_Cassel,Undirected,350,3
Arya_Stark,Roose_Bolton,Undirected,351,21
Arya_Stark,Rorge,Undirected,352,13
Arya_Stark,Sandor_Clegane,Undirected,353,58
Arya_Stark,Sansa_Stark,Undirected,354,155
Arya_Stark,Syrio_Forel,Undirected,355,29
Arya_Stark,Talea,Undirected,356,4
Arya_Stark,Ternesio_Terys,Undirected,357,5
Arya_Stark,Theon_Greyjoy,Undirected,358,7
Arya_Stark,Thoros_of_Myr,Undirected,359,21
Arya_Stark,Tickler,Undirected,360,5
Arya_Stark,Tom_of_Sevenstreams,Undirected,361,24
Arya_Stark,Tomard,Undirected,362,6
Arya_Stark,Tommen_Baratheon,Undirected,363,5
Arya_Stark,Tyrion_Lannister,Undirected,364,11
Arya_Stark,Tywin_Lannister,Undirected,365,13
Arya_Stark,Umma,Undirected,366,6
Arya_Stark,Vargo_Hoat,Undirected,367,6
Arya_Stark,Vayon_Poole,Undirected,368,4
Arya_Stark,Waif,Undirected,369,20
Arya_Stark,Weasel,Undirected,370,10
Arya_Stark,Weese,Undirected,371,15
Arya_Stark,Woth,Undirected,372,3
Arya_Stark,Yoren,Undirected,373,32
Arya_Stark,Yorko_Terys,Undirected,374,6
Arys_Oakheart,Cersei_Lannister,Undirected,375,3
Arys_Oakheart,Doran_Martell,Undirected,376,3
Arys_Oakheart,Garin_(orphan),Undirected,377,3
Arys_Oakheart,Gerold_Dayne,Undirected,378,6
Arys_Oakheart,Joffrey_Baratheon,Undirected,379,6
Arys_Oakheart,Myrcella_Baratheon,Undirected,380,22
Arys_Oakheart,Sansa_Stark,Undirected,381,3
Asha_Greyjoy,Balon_Greyjoy,Undirected,382,15
Asha_Greyjoy,Clayton_Suggs,Undirected,383,4
Asha_Greyjoy,Dagmer,Undirected,384,5
Asha_Greyjoy,Euron_Greyjoy,Undirected,385,23
Asha_Greyjoy,Galbart_Glover,Undirected,386,8
Asha_Greyjoy,Godry_Farring,Undirected,387,3
Asha_Greyjoy,Grimtongue,Undirected,388,3
Asha_Greyjoy,Hagen,Undirected,389,3
Asha_Greyjoy,Justin_Massey,Undirected,390,15
Asha_Greyjoy,Qarl_the_Maid,Undirected,391,8
Asha_Greyjoy,Red_Oarsman,Undirected,392,3
Asha_Greyjoy,Robert_Baratheon,Undirected,393,4
Asha_Greyjoy,Rodrik_Harlaw,Undirected,394,7
Asha_Greyjoy,Rolfe_the_Dwarf,Undirected,395,3
Asha_Greyjoy,Stannis_Baratheon,Undirected,396,16
Asha_Greyjoy,Sybelle_Glover,Undirected,397,3
Asha_Greyjoy,Theon_Greyjoy,Undirected,398,48
Asha_Greyjoy,Torgon_Greyiron,Undirected,399,3
Asha_Greyjoy,Tristifer_Botley,Undirected,400,16
Asha_Greyjoy,Tycho_Nestoris,Undirected,401,3
Asha_Greyjoy,Victarion_Greyjoy,Undirected,402,10
Asha_Greyjoy,Wex_Pyke,Undirected,403,3
Ashara_Dayne,Elia_Martell,Undirected,404,3
Aurane_Waters,Cersei_Lannister,Undirected,405,9
Aurane_Waters,Gyles_Rosby,Undirected,406,3
Aurane_Waters,Harys_Swyft,Undirected,407,5
Aurane_Waters,Loras_Tyrell,Undirected,408,3
Aurane_Waters,Margaery_Tyrell,Undirected,409,5
Aurane_Waters,Orton_Merryweather,Undirected,410,3
Aurane_Waters,Paxter_Redwyne,Undirected,411,3
Aurane_Waters,Stannis_Baratheon,Undirected,412,3
Aurane_Waters,Tommen_Baratheon,Undirected,413,3
Axell_Florent,Davos_Seaworth,Undirected,414,21
Axell_Florent,Jon_Snow,Undirected,415,4
Axell_Florent,Lamprey,Undirected,416,5
Axell_Florent,Melisandre,Undirected,417,9
Axell_Florent,Porridge,Undirected,418,5
Axell_Florent,Salladhor_Saan,Undirected,419,3
Axell_Florent,Selyse_Florent,Undirected,420,19
Axell_Florent,Shireen_Baratheon,Undirected,421,3
Axell_Florent,Stannis_Baratheon,Undirected,422,25
Azor_Ahai,Stannis_Baratheon,Undirected,423,6
Bael_the_Bard,Ygritte,Undirected,424,5
Baelor_Blacktyde,Balon_Greyjoy,Undirected,425,3
Baelor_Blacktyde,Euron_Greyjoy,Undirected,426,4
Baelor_Blacktyde,Victarion_Greyjoy,Undirected,427,4
Baelor_I_Targaryen,Cersei_Lannister,Undirected,428,8
Baelor_I_Targaryen,Sansa_Stark,Undirected,429,3
Baelor_I_Targaryen,Tyrion_Lannister,Undirected,430,3
Ballabar,Frenken,Undirected,431,4
Ballabar,Podrick_Payne,Undirected,432,3
Ballabar,Tyrion_Lannister,Undirected,433,16
Balman_Byrch,Bronn,Undirected,434,7
Balman_Byrch,Cersei_Lannister,Undirected,435,7
Balman_Byrch,Falyse_Stokeworth,Undirected,436,10
Balon_Greyjoy,Catelyn_Stark,Undirected,437,3
Balon_Greyjoy,Dagmer,Undirected,438,3
Balon_Greyjoy,Eddard_Stark,Undirected,439,7
Balon_Greyjoy,Euron_Greyjoy,Undirected,440,23
Balon_Greyjoy,Robb_Stark,Undirected,441,11
Balon_Greyjoy,Robert_Baratheon,Undirected,442,8
Balon_Greyjoy,Stannis_Baratheon,Undirected,443,8
Balon_Greyjoy,Theon_Greyjoy,Undirected,444,30
Balon_Greyjoy,Tywin_Lannister,Undirected,445,4
Balon_Greyjoy,Victarion_Greyjoy,Undirected,446,17
Balon_Swann,Boros_Blount,Undirected,447,3
Balon_Swann,Doran_Martell,Undirected,448,11
Balon_Swann,Gerold_Dayne,Undirected,449,3
Balon_Swann,Gregor_Clegane,Undirected,450,3
Balon_Swann,Jaime_Lannister,Undirected,451,8
Balon_Swann,Joffrey_Baratheon,Undirected,452,11
Balon_Swann,Loras_Tyrell,Undirected,453,10
Balon_Swann,Mandon_Moore,Undirected,454,3
Balon_Swann,Meryn_Trant,Undirected,455,3
Balon_Swann,Myrcella_Baratheon,Undirected,456,4
Balon_Swann,Osmund_Kettleblack,Undirected,457,7
Balon_Swann,Renly_Baratheon,Undirected,458,3
Balon_Swann,Sandor_Clegane,Undirected,459,3
Balon_Swann,Tyrion_Lannister,Undirected,460,15
Bannen,Dywen,Undirected,461,5
Bannen,Samwell_Tarly,Undirected,462,11
Barbrey_Dustin,Jeyne_Poole,Undirected,463,5
Barbrey_Dustin,Ramsay_Snow,Undirected,464,5
Barbrey_Dustin,Roger_Ryswell,Undirected,465,4
Barbrey_Dustin,Roose_Bolton,Undirected,466,3
Barbrey_Dustin,Stannis_Baratheon,Undirected,467,3
Barbrey_Dustin,Theon_Greyjoy,Undirected,468,17
Barristan_Selmy,Belwas,Undirected,469,14
Barristan_Selmy,Ben_Plumm,Undirected,470,4
Barristan_Selmy,Bloodbeard,Undirected,471,3
Barristan_Selmy,Boros_Blount,Undirected,472,3
Barristan_Selmy,Cersei_Lannister,Undirected,473,17
Barristan_Selmy,Daario_Naharis,Undirected,474,18
Barristan_Selmy,Daenerys_Targaryen,Undirected,475,83
Barristan_Selmy,Eddard_Stark,Undirected,476,28
Barristan_Selmy,Galazza_Galare,Undirected,477,5
Barristan_Selmy,Gerold_Hightower,Undirected,478,5
Barristan_Selmy,Gerris_Drinkwater,Undirected,479,4
Barristan_Selmy,Grazhar,Undirected,480,3
Barristan_Selmy,Grey_Worm,Undirected,481,6
Barristan_Selmy,Groleo,Undirected,482,8
Barristan_Selmy,Hizdahr_zo_Loraq,Undirected,483,42
Barristan_Selmy,Jaime_Lannister,Undirected,484,8
Barristan_Selmy,Jhogo,Undirected,485,3
Barristan_Selmy,Joffrey_Baratheon,Undirected,486,13
Barristan_Selmy,Jon_Arryn,Undirected,487,4
Barristan_Selmy,Jorah_Mormont,Undirected,488,5
Barristan_Selmy,Khrazz,Undirected,489,8
Barristan_Selmy,Larraq,Undirected,490,3
Barristan_Selmy,Meryn_Trant,Undirected,491,3
Barristan_Selmy,Missandei,Undirected,492,8
Barristan_Selmy,Petyr_Baelish,Undirected,493,7
Barristan_Selmy,Pycelle,Undirected,494,8
Barristan_Selmy,Quentyn_Martell,Undirected,495,22
Barristan_Selmy,Renly_Baratheon,Undirected,496,13
Barristan_Selmy,Reznak_mo_Reznak,Undirected,497,7
Barristan_Selmy,Rhaegar_Targaryen,Undirected,498,3
Barristan_Selmy,Robert_Baratheon,Undirected,499,51
Barristan_Selmy,Sandor_Clegane,Undirected,500,3
